seed,v_exact,t_exact,r0_L,r0_U,r0_width,r0_valid,r0_ratio,r0_nlp,r1_L,r1_U,r1_width,r1_valid,r1_ratio,r1_nlp,r2_L,r2_U,r2_width,r2_valid,r2_ratio,r2_nlp
0,10.726571715990808,2.4577448130003177,-62.74569739991561,10.745488999550973,685.1321032041246,True,0.17663646433452157,200,-64.7992689097709,10.745457270699166,704.2765217133687,True,0.27930327239974256,2248,-68.80272537239412,10.745063834916794,741.5956496960141,True,0.5749301792926742,8420
1,10.93056212923747,2.3982147250062553,-76.78619547864977,10.947971670165188,802.6500934854977,True,0.17363583154652415,200,-74.15063800352956,10.947970337904708,778.5382612099095,True,0.2727060843129459,2188,-65.53900300149051,10.94720444074352,699.746330864777,True,0.5677726130201165,8204
2,10.998778765136432,2.4393574229980004,-52.773549604238326,11.012608784155603,579.938552728974,True,0.17727828317726893,200,-54.60130899543149,11.01206883137963,596.5514829227246,True,0.27393493290523097,2244,-60.25467874879737,11.012031546914777,647.9511209154513,True,0.5706631987883872,8412
