delta,f,v_exact,U0,L0,gapU_pct,cert_pct,valid,t_total,ratio,nlp_pi,nlp_lb,hist
0.18,0.0,8.939691328694131,9.065673626931805,8.358535375396908,1.4092466239108523,8.460073682481935,True,24.44440536399634,1.0240484455914725,0,22740,B16:137.272%;B64:44.080%;B128:21.436%;B256:8.460%
0.18,0.02,8.939691328694131,9.039178581652505,8.360978026563089,1.112871231236423,8.111497876621039,True,18.14386387400009,0.760100126000997,3002,22740,B16:136.328%;B64:43.351%;B128:21.004%;B256:8.111%
0.18,0.1,8.939691328694131,8.965447339787325,8.378004921690456,0.2881085056093954,7.011722045853589,True,20.516812194000522,0.859509950146053,15126,22740,B16:134.401%;B64:42.155%;B128:19.880%;B256:7.012%
0.18,0.3,8.939691328694131,8.94836761586555,8.380715803728275,0.0970535430409088,6.773309409737374,True,25.687971414001368,1.0761451058102418,45416,22740,B16:133.954%;B64:41.872%;B128:19.627%;B256:6.773%
